0	2.5062	0.00117593	
0	2.4995	0.001174925	
0	2.4963	0.001174445	
0	2.4964	0.00117446	
0	2.4969	0.001174535	
0	2.4967	0.001174505	
0	2.4965	0.0011744750000000001	
0	2.4946	0.00117419	
0	2.4942	0.00117413	
0	2.4942	0.00117413	
0	2.4947	0.001174205	
0	2.4945	0.001174175	
0	2.4945	0.001174175	
0.0	1.9336	0.00035004	
3.030846118927002	1.66936	0.00031040399999999996	
6.05678129196167	1.61652	0.000302478	
9.086795330047607	1.59263	0.0002988945	
12.115989685058594	1.57342	0.00029601299999999997	
15.14594841003418	1.56078	0.000294117	
18.186800479888916	1.54858	0.000292287	
21.217976093292236	1.53964	0.000290946	
24.257806062698364	1.53042	0.000289563	
27.28381085395813	1.52219	0.0002883285	
30.3283429145813	1.51572	0.000287358	
33.36305379867554	1.50872	0.000286308	
36.391549587249756	1.50314	0.000285471	
39.41914439201355	1.49699	0.0002845485	
42.45060420036316	1.49203	0.00028380450000000003	
45.48448920249939	1.48653	0.0002829795	
48.51810050010681	1.48129	0.0002821935	
51.56828474998474	1.47701	0.0002815515	
54.609551429748535	1.47219	0.0002808285	
57.64271402359009	1.46823	0.0002802345	
60.66868257522583	1.46377	0.00027956549999999996	
63.70210528373718	1.45946	0.000278919	
66.7399091720581	1.45588	0.000278382	
69.77122807502747	1.45181	0.0002777715	
72.8012216091156	1.44843	0.0002772645	
75.83585572242737	1.44456	0.000276684	
78.86701893806458	1.44135	0.0002762025	
81.89673113822937	1.43768	0.000275652	
84.92719554901123	1.4341	0.000275115	
87.95537281036377	1.43111	0.0002746665	
90.98780751228333	1.42767	0.0002741505	
